"age_group","quarterdate","J12_J18_prim","acm_noj_prim","A00_B99_prim","A00_A09_prim","A15_A19_prim","A20_A28_prim","A30_49_prim","A50_A64_prim","A65_A69_prim","A70_A74_prim","A75_A79_prim","A80_A89_prim","A09_A99_prim","B00_B09_prim","B15_B19_prim","B20_B24_prim","B25_B34_prim","B35_B49_prim","B50_B64_prim","B65_B83_prim","B85_B89_prim","B90_B94_prim","B95_B98_prim","B99_B99_prim","C00_D48_prim","C00_C97_prim","D00_D09_prim","D10_D36_prim","D37_D48_prim","D50_D53_prim","D55_D59_prim","D60_D64_prim","D65_D69_prim","D70_D77_prim","D80_D89_prim","E00_E90_prim","E00_E07_prim","E10_E14_prim","E15_E16_prim","E20_E35_prim","E40_E46_prim","E50_E64_prim","E65_E68_prim","E70_E90_prim","F00_F99_prim","G00_G99_prim","G00_G09_prim","G10_G14_prim","G20_G26_prim","G30_G32_prim","G35_G37_prim","G40_G47_prim","G50_G59_prim","G60_G64_prim","G70_G73_prim","G80_G83_prim","G90_G99_prim","H00_H59_prim","H60_H95_prim","H00_H06_prim","H10_H13_prim","H15_H22_prim","H25_H28_prim","H30_H36_prim","H40_H42_prim","H43_H45_prim","H46_H48_prim","H49_H52_prim","H53_H54_prim","H55_H59_prim","H60_H62_prim","H65_H75_prim","H80_H83_prim","H90_H95_prim","I00_I99_prim","I00_I02_prim","I05_I09_prim","I10_I15_prim","I20_I25_prim","I26_I28_prim","I30_I52_prim","I60_I69_prim","I70_I79_prim","I80_I89_prim","I95_I99_prim","K00_K99_prim","K00_K14_prim","K20_K31_prim","K35_K38_prim","K40_K46_prim","K50_K52_prim","K55_K63_prim","K65_K67_prim","K70_K77_prim","K80_K87_prim","K90_K93_prim","L00_L99_prim","L00_L08_prim","L10_L14_prim","L20_L30_prim","L40_L45_prim","L50_L54_prim","L55_L59_prim","L60_L75_prim","L80_L99_prim","M00_M99_prim","M00_M25_prim","M30_M36_prim","M40_M54_prim","M60_M79_prim","M80_M94_prim","M95_M99_prim","N00_N99_prim","N00_N08_prim","N10_N16_prim","N17_N19_prim","N20_N23_prim","N25_N29_prim","N30_N39_prim","N40_N51_prim","N60_N64_prim","N70_N77_prim","N80_N98_prim","O00_O99_prim","P00_P96_prim","P00_P04_prim","P05_P08_prim","P10_P15_prim","P20_P29_prim","P35_P39_prim","P50_P61_prim","P70_P74_prim","P75_P78_prim","P80_P83_prim","P90_P96_prim","Q00_Q99_prim","Q00_Q07_prim","Q10_Q18_prim","Q20_Q28_prim","Q30_Q34_prim","Q35_Q37_prim","Q38_Q45_prim","Q50_Q56_prim","Q60_Q64_prim","Q65_Q79_prim","Q80_Q89_prim","Q90_Q99_prim","R00_R99_prim","R00_R09_prim","R10_R19_prim","R20_R23_prim","R25_R29_prim","R30_R39_prim","R40_R46_prim","R47_R49_prim","R50_R69_prim","R70_R79_prim","R80_R82_prim","R83_R89_prim","R90_R94_prim","R95_R99_prim","S00_T98_prim","S00_S09_prim","S10_S19_prim","S20_S29_prim","S30_S39_prim","S40_S49_prim","S50_S59_prim","S60_S69_prim","S70_S79_prim","S80_S89_prim","S90_S99_prim","T00_T07_prim","T08_T14_prim","T15_T19_prim","T20_T32_prim","T33_T35_prim","T36_T50_prim","T51_T65_prim","T66_T78_prim","T79_T79_prim","T80_T88_prim","T90_T98_prim","V01_X59_prim","X60_X84_prim","X85_Y09_prim","V00_Y98_prim","Y10_Y99_prim","Z00_Z99_prim","Z00_Z13_prim","Z20_Z29_prim","Z30_Z39_prim","Z40_Z54_prim","Z55_Z65_prim","Z70_Z76_prim","Z80_Z99_prim"
"mx <2m A","2015-10-01",56,4792,40,26,0,0,35,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,25,3,0,1,5,0,1,4,11,0,0,38,1,0,1,0,11,0,0,25,0,14,0,1,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,6,19,21,0,2,0,27,0,9,0,6,1,5,1,5,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,31,2,0,25,0,0,4,0,0,0,0,0,3150,106,281,11,1756,650,147,5,109,35,50,1175,139,1,618,35,2,64,0,20,112,134,50,103,2,0,0,0,0,0,0,8,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,11,101,14,0,0,0,0,0,0,0,0
"mx <2m A","2016-01-01",69,4319,38,14,0,0,29,4,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,18,3,0,4,2,0,2,2,5,0,0,28,2,0,0,3,9,0,0,14,0,10,0,0,0,0,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,12,14,2,0,0,32,0,11,0,4,0,9,2,4,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,18,1,0,14,0,0,3,0,0,0,0,0,2908,87,244,4,1562,625,141,7,127,23,88,1010,117,0,524,43,5,47,0,22,108,112,32,105,2,0,0,0,0,0,0,11,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,10,100,8,0,0,0,0,0,0,0,0
"mx <2m A","2016-04-01",30,4277,31,24,0,0,25,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,23,3,0,0,9,0,0,4,6,0,1,20,0,0,0,2,5,0,1,12,0,5,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,13,6,0,1,0,25,0,5,2,0,1,10,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,1,0,11,0,0,1,0,0,0,0,0,2961,103,293,4,1480,656,186,9,115,30,85,1016,118,0,529,43,4,44,0,25,83,135,35,59,0,0,0,0,0,0,0,5,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,12,67,10,0,0,0,0,0,0,0,0
"mx <2m A","2016-07-01",25,4685,36,23,1,0,30,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,21,1,0,1,1,1,2,1,13,1,0,27,3,0,0,1,12,0,0,11,0,6,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,2,16,18,2,2,0,26,0,5,0,0,0,11,4,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,7,0,1,1,0,0,0,0,0,3219,100,280,4,1663,699,190,6,152,31,94,1133,118,0,604,38,3,58,0,31,111,128,42,70,1,0,0,0,0,0,0,4,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,63,11,0,0,0,0,0,0,0,0
"mx <2m A","2016-10-01",44,4407,38,21,0,0,30,0,0,0,0,0,0,1,0,2,0,5,0,0,0,0,0,0,24,4,0,5,3,0,0,2,9,0,1,24,1,0,1,2,11,0,0,9,0,12,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,11,15,0,2,0,25,0,6,0,0,0,8,1,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,1,1,0,0,0,0,0,3022,86,279,11,1572,642,183,2,131,25,91,1016,112,0,534,46,1,55,0,17,105,101,45,82,2,0,0,0,0,0,0,4,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,6,95,11,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2000-01-01",11,552,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,9,18,2,238,61,21,7,15,3,11,136,12,0,55,4,0,1,0,3,9,51,1,5,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,2,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2000-04-01",8,588,2,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,412,13,13,1,262,80,6,8,20,2,7,151,13,0,53,4,1,6,0,2,7,63,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2000-07-01",6,580,3,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,5,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,385,20,18,0,230,70,11,5,11,3,17,152,9,0,60,5,0,10,0,3,8,51,6,7,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,8,3,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2000-10-01",21,555,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,372,18,13,0,227,59,22,6,15,0,12,144,12,0,50,2,2,2,0,3,16,51,6,9,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,2,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2001-01-01",12,513,7,4,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,350,16,11,0,223,55,18,4,11,1,11,127,16,0,47,3,1,3,0,1,7,48,1,5,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,9,1,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2001-04-01",1,528,6,7,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,14,8,0,235,69,13,9,8,1,8,129,12,0,42,5,0,8,0,0,11,49,2,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,7,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2001-07-01",6,533,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,360,17,19,0,211,67,15,8,11,1,11,135,15,0,44,9,0,8,0,2,4,52,1,7,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,1,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2001-10-01",15,518,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,363,7,19,0,224,73,14,6,8,2,10,107,10,0,43,1,0,3,0,1,8,37,4,8,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,2,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2002-01-01",7,503,5,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,6,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,341,15,18,0,196,71,19,7,6,1,8,120,9,0,49,3,1,9,0,1,5,38,5,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2002-04-01",5,546,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,2,2,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,383,16,11,1,232,77,17,8,10,1,10,127,9,0,48,3,0,6,0,2,12,43,4,5,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,6,1,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2002-07-01",4,525,5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,9,12,0,235,56,18,14,9,2,7,131,11,0,53,3,1,6,0,1,9,46,1,8,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2002-10-01",14,497,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,345,20,10,2,211,63,8,8,11,0,12,110,10,0,46,7,0,7,0,0,9,30,1,6,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,10,2,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2003-01-01",11,521,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,7,0,2,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,378,13,20,3,237,60,20,10,7,0,8,113,16,0,49,5,0,4,0,0,4,33,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,7,1,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2003-04-01",6,474,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,330,10,19,0,201,54,18,10,9,1,8,116,10,0,48,2,3,7,0,2,4,39,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2003-07-01",6,532,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,2,1,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,368,10,12,0,228,81,10,11,10,2,4,129,22,0,55,4,0,6,0,1,2,36,3,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,1,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2003-10-01",6,525,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,378,8,13,2,249,72,14,7,3,0,10,111,12,0,53,3,0,4,0,1,4,32,2,5,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,9,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2004-01-01",6,497,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,364,19,15,1,209,70,20,11,9,2,8,100,11,0,37,4,0,5,0,0,6,33,4,10,1,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2004-04-01",1,463,7,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,326,9,13,0,210,56,16,2,9,2,9,105,10,0,36,7,0,4,0,3,5,37,3,5,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2004-07-01",3,494,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,0,0,0,0,363,11,26,1,218,57,21,10,10,1,8,96,7,0,39,6,3,5,0,2,5,26,3,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2004-10-01",11,500,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,9,14,0,229,51,13,6,12,3,6,119,12,0,47,3,0,10,0,1,6,37,3,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,10,1,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2005-01-01",14,493,6,3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,7,0,0,0,1,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,344,10,18,0,207,67,21,5,9,1,6,109,14,0,33,7,3,6,0,1,7,33,5,8,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2005-04-01",3,460,4,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,9,12,1,208,71,21,12,10,1,3,87,8,0,34,8,0,4,1,0,5,26,1,6,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2005-07-01",3,466,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,334,11,19,0,189,67,13,12,13,1,9,107,10,0,42,3,0,7,0,1,10,32,2,6,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"mx <2m Hi  HDI","2005-10-01",18,468,8,4,0,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,2,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,315,9,24,0,186,58,17,7,6,2,6,115,10,0,50,4,0,7,0,2,9,32,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,1,0,0,0,0,0,0,0,0
